Test Step,Description,Test Class,Started,Finished,Duration(sec),Status,FailureMessage,Additional Parameters,

verifyPhoneVerificationPageTest,,PhoneVerificationPageTest,10:18:46 AM,10:18:51 AM,5.1,PASS,,
verifySkipThisForNowLinkTest,,PhoneVerificationPageTest,10:18:51 AM,10:18:56 AM,5.1,PASS,,
verifyEMPDashboardPageTest,,DashboardPageTest,10:18:56 AM,10:18:56 AM,0.3,PASS,,
clickRandomJobnamePostedTest,,DashboardPageTest,10:18:56 AM,10:18:59 AM,3.0,PASS,,
verifyQuotesPageTest,,HirePageTest,10:18:59 AM,10:19:05 AM,5.7,PASS,,
clickHireBtnTest,,HirePageTest,10:19:05 AM,10:19:06 AM,0.5,PASS,,
selectAgreementAckCheckboxTest,,HirePageTest,10:19:06 AM,10:19:06 AM,0.1,PASS,,
clickHireInHirePopupTest,,HirePageTest,10:19:06 AM,10:19:12 AM,6.4,PASS,,
clickWorkRoomLinkTest,,HirePageTest,10:19:12 AM,10:19:20 AM,8.1,PASS,,
verifyEMPStatusUpdatesTabTest,,WorkroomPageTest,10:19:20 AM,10:19:25 AM,5.2,PASS,,
clickFileFoldersEMPTest,,WorkroomPageTest,10:19:25 AM,10:19:28 AM,3.1,PASS,,
verifyFileFoldersTest,,WorkroomPageTest,10:19:28 AM,10:19:29 AM,0.8,PASS,,
clickAddFilesFFTest,,WorkroomPageTest,10:19:29 AM,10:19:30 AM,0.4,PASS,,
clickSelectFilesTest,,WorkroomPageTest,10:19:30 AM,10:19:30 AM,0.1,PASS,,
uploadFileTest,,WorkroomPageTest,10:19:30 AM,10:19:47 AM,17.7,PASS,,
clickFinishedTest,,WorkroomPageTest,10:19:47 AM,10:19:58 AM,10.2,PASS,,
verifyFileAddedPublicFFTest,,WorkroomPageTest,10:19:58 AM,10:19:58 AM,0.1,PASS,,
signOutEmployerTest,,DashboardPageTest,10:19:58 AM,10:20:02 AM,4.7,PASS,,
verifyLoginPageTest,,LoginPageTest,10:20:03 AM,10:20:03 AM,0.1,PASS,,
enterEmailOrUsernameTest,,LoginPageTest,10:20:03 AM,10:20:03 AM,0.1,PASS,,
enterPasswordTest,,LoginPageTest,10:20:03 AM,10:20:03 AM,0.1,PASS,,
clickSignInButtonTest,,LoginPageTest,10:20:03 AM,10:20:07 AM,4.3,PASS,,
validateSecurityQuestionsPageTest,,SecurityQuestionsPageTest,10:20:07 AM,10:20:12 AM,5.1,PASS,,
verifyPhoneVerificationPageTest,,PhoneVerificationPageTest,10:20:12 AM,10:20:17 AM,5.1,PASS,,
verifySkipThisForNowLinkTest,,PhoneVerificationPageTest,10:20:17 AM,10:20:22 AM,5.1,PASS,,
verifyFLDashboardPageTest,,DashboardPageTest,10:20:22 AM,10:20:23 AM,0.2,PASS,,
clickHiredRandomJobFLTest,,DashboardPageTest,10:20:23 AM,10:20:31 AM,7.9,PASS,,
verifyFLWorkroomPageTest,,WorkroomPageTest,10:20:31 AM,10:20:31 AM,0.2,PASS,,
clickFileFoldersFLTest,,WorkroomPageTest,10:20:31 AM,10:20:34 AM,2.7,PASS,,
verifyFileAddedPublicFFTest,,WorkroomPageTest,10:20:34 AM,10:20:35 AM,1.0,PASS,,
clickEmployerTabTest,,WorkroomPageTest,10:20:35 AM,10:20:37 AM,2.7,PASS,,
verifyFLStatusUpdatesTabTest,,WorkroomPageTest,10:20:37 AM,10:20:40 AM,2.9,PASS,,
clickFirstMileSendInvTest,,WorkroomPageTest,10:20:40 AM,10:20:40 AM,0.1,PASS,,
verifyCreateInvoicePageTest,,InvoicePageTest,10:20:40 AM,10:20:48 AM,8.1,PASS,,
copyInvTotalOnCreateInvTest,,InvoicePageTest,10:20:48 AM,10:20:48 AM,0.0,PASS,,
selectKindOfJobTest,,InvoicePageTest,10:20:48 AM,10:20:48 AM,0.1,PASS,,
clickPreviewInvoiceTest,,InvoicePageTest,10:20:48 AM,10:20:50 AM,2.2,PASS,,
clickSendInvoiceTest,,InvoicePageTest,10:20:50 AM,10:20:53 AM,2.1,PASS,,
verifyInvoicePageTest,,InvoicePageTest,10:20:53 AM,10:21:00 AM,7.7,PASS,,
signOutFlTest,,DashboardPageTest,10:21:00 AM,10:21:05 AM,5.0,PASS,,
verifyLoginPageTest,,LoginPageTest,10:21:05 AM,10:21:05 AM,0.1,PASS,,
enterEmailOrUsernameTest,,LoginPageTest,10:21:05 AM,10:21:06 AM,0.1,PASS,,
enterPasswordTest,,LoginPageTest,10:21:06 AM,10:21:06 AM,0.1,PASS,,
clickSignInButtonTest,,LoginPageTest,10:21:06 AM,10:21:12 AM,6.5,PASS,,
validateSecurityQuestionsPageTest,,SecurityQuestionsPageTest,10:21:12 AM,10:21:17 AM,5.1,PASS,,
verifyPhoneVerificationPageTest,,PhoneVerificationPageTest,10:21:17 AM,10:21:22 AM,5.1,PASS,,
verifySkipThisForNowLinkTest,,PhoneVerificationPageTest,10:21:22 AM,10:21:28 AM,5.1,PASS,,
verifyEMPDashboardPageTest,,DashboardPageTest,10:21:28 AM,10:21:28 AM,0.2,PASS,,
clickRandomJobnameWorkroomTest,,DashboardPageTest,10:21:28 AM,10:21:31 AM,2.9,PASS,,
verifyEMPWorkroomPageTest,,WorkroomPageTest,10:21:31 AM,10:21:31 AM,0.8,PASS,,
getOutstandingInvAmountTest,,WorkroomPageTest,10:21:31 AM,10:21:32 AM,0.0,PASS,,
verifyOutstandingInvAmountTest,,WorkroomPageTest,10:21:32 AM,10:21:32 AM,0.0,PASS,,
