Test Step,Description,Test Class,Started,Finished,Duration(sec),Status,FailureMessage,Additional Parameters,

clickRandomJobnamePostedTest,,DashboardPageTest,10:02:59 AM,10:03:02 AM,3.3,PASS,,
verifyQuotesPageTest,,HirePageTest,10:03:02 AM,10:03:07 AM,5.4,PASS,,
clickHireBtnTest,,HirePageTest,10:03:07 AM,10:03:08 AM,0.6,PASS,,
clickAcknowledgeCheckboxTest,,HirePageTest,10:03:08 AM,10:03:08 AM,0.1,PASS,,
clickHireInHirePopupTest,,HirePageTest,10:03:08 AM,10:03:14 AM,5.5,PASS,,
clickWorkRoomLinkTest,,HirePageTest,10:03:14 AM,10:03:26 AM,12.6,PASS,,
verifyEMPStatusUpdatesTabTest,,WorkroomPageTest,10:03:26 AM,10:03:29 AM,2.8,PASS,,
clickSafePayTabTest,,WorkroomPageTest,10:03:29 AM,10:03:29 AM,0.1,PASS,,
verifyEMPSafePayTabTest,,WorkroomPageTest,10:03:29 AM,10:03:33 AM,3.7,FAIL,One or more elements necessary to be loaded didn't load Possible Application issue,
clickAddFundsTest,,WorkroomPageTest,10:03:34 AM,10:05:22 AM,107.6,PASS,,
enterSafepayAmountTest,,WorkroomPageTest,10:05:22 AM,10:05:25 AM,3.2,PASS,,
clickAddFundsToSafepayTest,,WorkroomPageTest,10:05:25 AM,10:05:25 AM,0.1,PASS,,
verifyPayforSafepayTest,,PayNowPageTest,10:05:25 AM,10:05:30 AM,4.7,PASS,,
verifyPaymentMethodTest,,PayNowPageTest,10:05:30 AM,10:05:30 AM,0.0,PASS,,
clickUseCAfunds,,PayNowPageTest,10:05:30 AM,10:05:35 AM,5.1,PASS,,
selectAgreeToPayCheckboxTest,,PayNowPageTest,10:05:35 AM,10:05:35 AM,0.1,PASS,,
clickToPayTest,,PayNowPageTest,10:05:35 AM,10:05:35 AM,0.1,PASS,,
verifySafepayFundSuccessTest,,PayNowPageTest,10:05:35 AM,10:05:47 AM,11.8,PASS,,
clickBackToSafePayPageTest,,PayNowPageTest,10:05:47 AM,10:05:49 AM,2.4,PASS,,
clickAddFundsTest,,WorkroomPageTest,10:05:49 AM,10:06:11 AM,21.8,PASS,,
enterSafepayAmountTest,,WorkroomPageTest,10:06:11 AM,10:06:14 AM,3.2,PASS,,
clickAddFundsToSafepayTest,,WorkroomPageTest,10:06:14 AM,10:06:14 AM,0.1,PASS,,
verifyPayforSafepayTest,,PayNowPageTest,10:06:14 AM,10:06:18 AM,3.8,PASS,,
verifyPaymentMethodTest,,PayNowPageTest,10:06:18 AM,10:06:18 AM,0.2,PASS,,
